"","LOTNO","PRODUCTNO","MONO","RUN_SEQ","WT","GR","SPC_VALUE","SPC_RANGE","PRE_CIE_X_AVG","PRE_CIE_Y_AVG","CIE_X_AVG","CIE_Y_AVG"
"3877","T40P5810LR00","95.T4012.A0B000Z","T05TM81514-054CQH601","0","58.00 ","0.31 ",60,8,"0.3010 ","0.2707 ","0.2831 ","0.2534 "
"3878","T40P5810XA00","95.T4014.W0B102Z","T05TM81524-023BJB501","0","8.13 ","0.00 ",98.17,24,"0.2817 ","0.2648 ","0.2912 ","0.2694 "
"3879","T30P58119500","95.T3030.Z0D019Z","T05TM81333-162CMJV01","0","14.00 ","63.50 ",52.5,17,"0.2786 ","0.2693 ","0.2612 ","0.2247 "
"3880","T30P5811ZU00","95.T3030.Z0D01AZ","T05TM81306-163CUJV03","2","15.30 ","58.00 ",68.67,29,"0.2944 ","0.2913 ","0.2805 ","0.2537 "
"3881","380P57C3TQ00","95.S3806.W0A0E0Z","T05TM81G02-0W4B1DA01","0","32.50 ","0.00 ",32.83,9,"0.2901 ","0.2902 ","0.2833 ","0.2598 "
"3882","T70P5810WA00","95.T7020.Z0C11BZ","T05TM81708-053D6HH01","0","11.00 ","23.00 ",102,15,"0.3106 ","0.2793 ","NULL","NULL"
"3883","380P58120300","95.S3806.W0A0C8Z","T05TM81613-0W1C7J001","0","27.00 ","0.00 ",36.6,7,"0.2944 ","0.2883 ","0.2880 ","0.2580 "
"3884","T30P5811C100","95.T3030.Z0D014Z","T05TM81317-162CXHH01","2","15.00 ","145.00 ",62.33,14,"0.2811 ","0.2719 ","0.2715 ","0.2428 "
"3885","S06P5810AP00","95.S3006.W0A0B6Z","T05TM81G01-0W3C7JC02","0","21.80 ","0.00 ",32.83,20,"0.2813 ","0.2852 ","0.2872 ","0.2702 "
"3886","T40P5810BR00","95.T4012.A0B001Z","T05TM7C541-053CQI303","0","100.00 ","0.51 ",67.67,18,"0.3247 ","0.2992 ","0.2930 ","0.2701 "
"3887","T70P5811S001","95.T7020.Z0C114Z","T05TM81F02-015D4IA01","1","13.00 ","15.00 ",133.67,12,"0.3218 ","0.3037 ","NULL","NULL"
"3888","T40P5820AJ00","95.T4014.W0B102Z","T05TM81524-023BJB501","0","8.13 ","0.00 ",94,18,"0.2820 ","0.2629 ","0.2905 ","0.2688 "
"3889","T70P58121W00","95.T7020.Z0C11BZ","T05TM81716-053D6GX01","0","12.00 ","22.90 ",143.17,18,"0.3121 ","0.2813 ","0.3049 ","0.2799 "
"3890","S06P58224K00","95.S3006.W0A0B6Z","T05TM82508-0W2C7JC01","0","22.50 ","0.00 ",30.67,8,"0.2781 ","0.2743 ","0.2844 ","0.2617 "
"3891","T70P58126B00","95.T7020.Z0C118Z","T05TM81721-013AIHH01","0","12.30 ","16.00 ",122.33,24,"0.3140 ","0.2754 ","0.3090 ","0.2767 "
"3892","T30P5821AD04","95.T3030.Z0D01KZ","T05TM82G02-163DAHH01","1","15.00 ","67.00 ",62.5,8,"0.2991 ","0.2937 ","0.2730 ","0.2385 "
"3893","T30P5820FV01","95.T3030.A0D10AZ","T05TM82307-163CZHH01","0","73.10 ","0.33 ",78.5,28,"0.3217 ","0.3199 ","0.2994 ","0.2930 "
"3894","T30P5811YA01","95.T3030.Z0D01DZ","T05TM81Q03-163DAHH01","1","6.20 ","40.00 ",80.83,16,"0.3291 ","0.3680 ","0.2678 ","0.2178 "
"3895","380P58212T00","95.S3806.W0A0B0Z","T05TM82613-0W3BECZ01","0","33.80 ","0.00 ",36.33,18,"0.2963 ","0.2980 ","0.2871 ","0.2638 "
"3896","T70P5821P500","95.T7020.Z0C11BZ","T05TM82716-054D6GX01","0","11.60 ","18.70 ",120.67,39,"0.3150 ","0.2871 ","0.3079 ","0.2852 "
"3897","T70P5812J900","95.T7020.Z0C11BZ","T05TM81720-052D6GX01","0","14.75 ","32.10 ",134.5,24,"0.3211 ","0.2964 ","0.3166 ","0.3015 "
"3898","380P58319400","95.S3806.W0A0E0Z","T05TM83604-044B1AH01","0","34.75 ","0.00 ",45.83,15,"0.2984 ","0.3046 ","0.2860 ","0.2642 "
"3899","380P58232X00","95.S3806.W0A0C8Z","T05TM82615-0W4C7H301","0","32.80 ","0.00 ",51.33,34,"0.2960 ","0.3021 ","0.2877 ","0.2692 "
"3900","S06P58222K00","95.S3806.W0A0D6Z","T05TM82628-052C7J001","0","23.20 ","0.00 ",45,28,"0.2964 ","0.3028 ","0.2848 ","0.2611 "
"3901","S04P5830F900","95.S3004.W0A01DZ","T05TM83001-0W2B1LG01","0","18.10 ","0.00 ",30.5,10,"0.2901 ","0.2544 ","0.2850 ","0.2597 "
"3902","T40P58206T00","95.T4014.W0B102Z","T05TM81524-023BJB501","0","8.13 ","0.00 ",83,43,"0.2808 ","0.2600 ","0.2886 ","0.2626 "
"3903","T30P5830D000","95.T3030.A0D10BZ","T05TM83310-163CZGX01","0","44.10 ","0.40 ",60.17,24,"0.2757 ","0.2586 ","0.2512 ","0.2280 "
"3904","C40P58204D00","95.T4014.A0C10BZ","T05TM82509-132CLIP02","0","67.00 ","0.34 ",113,4,"0.2604 ","0.1875 ","0.2622 ","0.2358 "
"3905","S04P5840RU00","95.S3004.W0A100Z","T05TM84G02-0W3C7LG02","0","14.35 ","0.00 ",29.33,7,"0.3004 ","0.2609 ","0.2955 ","0.2710 "
"3906","380P58322C00","95.S3806.W0A0AZZ","T05TM83621-0W3B1LG01","0","33.16 ","0.00 ",48.33,12,"0.2956 ","0.2983 ","0.2831 ","0.2579 "
"3907","T30P58311400","95.T3030.A0D00FZ","T05TM83317-162BTK801","0","57.95 ","0.29 ",53.67,3,"0.3059 ","0.2776 ","0.2792 ","0.2482 "
"3908","T30P5831UX00","95.T3030.W0D005Z","T05TM84301-163CZHH01","0","11.10 ","0.00 ",49.67,9,"0.2939 ","0.2869 ","0.2856 ","0.2613 "
"3909","S06P58313Z00","95.S3806.W0A1AVZ","T05TM83608-043BED801","0","15.19 ","0.00 ",45.67,10,"0.2996 ","0.2723 ","0.2926 ","0.2716 "
"3910","380P58425V00","95.S3806.W0A0E0Z","T05TM84624-042B1DA01","0","32.80 ","0.00 ",35.33,9,"0.3044 ","0.3091 ","0.2908 ","0.2671 "
"3911","380P5842GQ00","95.S3806.W0A0B6Z","T05TM84626-0W3BEAF01","2","44.60 ","0.00 ",34.33,10,"0.3024 ","0.3207 ","0.2906 ","0.2800 "
"3912","C40P58406P00","95.T4014.W0A100Z","T05TM84009-132CAB801","0","17.20 ","0.00 ",105.17,28,"0.2907 ","0.2356 ","0.2849 ","0.2623 "
"3913","S04P5842DG00","95.S3004.W0A01DZ","T05TM84F01-0W3B1LG01","0","16.80 ","0.00 ",27.67,9,"0.2857 ","0.2473 ","0.2848 ","0.2629 "
"3914","T30P58418P00","95.T3030.Z0D119Z","T05TM84317-164DAHI01","0","11.55 ","80.00 ",63.33,27,"0.2785 ","0.2672 ","NULL","NULL"
"3915","T30P5840PT00","95.T3030.Z0D119Z","T05TM84317-164DAHI01","0","11.51 ","80.00 ",51.83,10,"0.2802 ","0.2696 ","0.2719 ","0.2435 "
"3916","380P58430B00","95.S3806.W0A0B6Z","T05TM84626-0W3BEAF02","0","43.80 ","0.00 ",32.33,15,"0.3028 ","0.3230 ","NULL","NULL"
"3917","T30P58513V00","95.T3030.Z0D007Z","T05TM85330-162BTK801","3","14.50 ","46.00 ",54.5,8,"0.2826 ","0.2668 ","0.2715 ","0.2348 "
"3918","T40P58500700","95.T4012.A0B001Z","T05TM84529-052CQC502","0","105.00 ","0.52 ",56.33,8,"0.3283 ","0.3037 ","0.2960 ","0.2782 "
"3919","S05P58501F00","95.S3805.W0A001Z","T05TM84110-0W2C7JC01","0","17.50 ","0.00 ",29.83,10,"0.3039 ","0.2764 ","0.2910 ","0.2577 "
"3920","C40P58500200","95.T4014.Z0B118Z","T05TM85501-133AYH601","0","21.80 ","20.00 ",103.67,17,"0.2980 ","0.2366 ","0.2869 ","0.2509 "
"3921","380P58519000","95.S3806.W0A0AZZ","T05TM85619-0W3B1LG01","0","32.00 ","0.00 ",51.67,13,"0.2983 ","0.3014 ","0.2853 ","0.2606 "
"3922","T30P58509900","95.T3030.W0D005Z","T05TM85318-164CZHH01","0","10.20 ","0.00 ",49.33,9,"0.2936 ","0.2899 ","0.2826 ","0.2605 "
"3923","S06P5850QY00","95.S3006.W0A0B6Z","T05TM84111-0W2C7JC01","0","21.75 ","0.00 ",30.67,17,"0.2749 ","0.2665 ","0.2861 ","0.2641 "
"3924","T30P58514N00","95.T3030.Z0D014Z","T05TM85333-162CXHH01","0","12.60 ","40.00 ",56.17,7,"0.2720 ","0.2441 ","0.2666 ","0.2242 "
"3925","T70P58502800","95.T7020.Z0C11CZ","T05TM85706-015D6GX01","0","17.15 ","16.00 ",89.17,9,"0.3334 ","0.3221 ","0.3222 ","0.3099 "
"3926","S06P58421N00","95.S3806.W0A1AYZ","T05TM85601-012B1GB01","0","13.45 ","0.00 ",49.83,9,"0.2718 ","0.2546 ","0.2764 ","0.2482 "
"3927","401P58503900","95.T4014.A0B00CZ","T05TM85514-143CQC502","0","18.50 ","5.80 ",77.17,8,"0.2947 ","0.2737 ","NULL","NULL"
"3928","S06P5852UL00","95.S3806.W0A1AVZ","T05TM86601-043BED801","0","16.80 ","0.00 ",26.17,9,"0.3016 ","0.2723 ","0.2934 ","0.2715 "
"3929","S04P5852K900","95.S3004.W0A100Z","T05TM85X01-0W3C7JC04","0","15.65 ","0.00 ",30.5,7,"0.2969 ","0.2590 ","0.2967 ","0.2728 "
"3930","T30P5861B800","95.T3030.A0D00JZ","T05TM86G04-165CRKW01","0","53.00 ","0.61 ",48.67,8,"0.2928 ","0.3791 ","0.2523 ","0.2293 "
"3931","T30P5860ZV00","95.T3030.A0D00KZ","T05TM86G05-163CZHH01","0","22.10 ","3.25 ",75,17,"0.2791 ","0.2668 ","0.2850 ","0.2652 "
"3932","T30P58522600","95.T3030.Z0D019Z","T05TM86313-163CMJM01","2","12.06 ","18.00 ",67.67,23,"0.2766 ","0.2523 ","0.2596 ","0.2106 "
"3933","T30P58528400","95.T3030.A0D10AZ","T05TM85337-162CZHH03","0","67.00 ","0.36 ",63.33,24,"0.3207 ","0.3145 ","0.2982 ","0.2878 "
"3934","T70P5860WB00","95.T7020.Z0C115Z","T05TM86718-015AYHH01","0","10.57 ","15.00 ",109.17,7,"0.3042 ","0.2781 ","0.2941 ","0.2694 "
"3935","S06P58539000","95.S3006.W0A0B6Z","T05TM85X07-0W2C7JC02","0","21.25 ","0.00 ",24.5,9,"0.2771 ","0.2730 ","0.2858 ","0.2643 "
"3936","T30P58600701","95.T3030.Z0D01SZ","T05TM86305-162BTMA01","1","13.00 ","140.00 ",55.83,20,"0.2682 ","0.2462 ","NULL","NULL"
"3937","T40P58618Y00","95.T4014.Z0B011Z","T05TM86502-123CQGR02","0","31.00 ","50.00 ",106,18,"0.2997 ","0.2833 ","NULL","NULL"
"3938","T70P5861G000","95.T7020.Z0C11CZ","T05TM86720-015D6GX01","0","10.70 ","14.40 ",108.83,14,"0.2986 ","0.2689 ","0.2896 ","0.2606 "
"3939","C40P5860DQ01","95.T4014.W0B1B4Z","T05TM86109-132CAB801","0","15.45 ","0.00 ",113,3,"0.2875 ","0.2237 ","0.2832 ","0.2561 "
"3940","T30P58108600","95.T3030.Z0D007Z","T05TM81312-162BTII01","0","12.50 ","110.00 ",64.17,12,"0.2676 ","0.2448 ","0.2598 ","0.2201 "
"3941","S08P58105M00","95.S2808.W0A104Z","T05TM81007-012A5D802","1","19.80 ","0.00 ",44.67,21,"0.3023 ","0.2817 ","0.2956 ","0.2821 "
"3942","401P58101B00","95.T4014.A0B00CZ","T05TM81509-142CQI301","0","18.60 ","5.30 ",85.83,26,"0.2961 ","0.2693 ","NULL","NULL"
"3943","380P5813NV00","95.S3806.W0A0E0Z","T05TM81611-043B1IZ02","0","33.60 ","0.00 ",36.5,19,"0.2948 ","0.2934 ","0.2887 ","0.2651 "
"3944","T70P5810YM00","95.T7020.Z0C11BZ","T05TM81708-053D6HH01","0","11.00 ","23.00 ",130.17,32,"0.3105 ","0.2792 ","NULL","NULL"
"3945","401P58109U00","95.T4014.A0B00CZ","T05TM81510-143CQI302","0","18.60 ","5.40 ",74.8,11,"0.2958 ","0.2682 ","NULL","NULL"
"3946","380P57C2D300","95.S3806.W0A0C8Z","T05TM7C626-0W3C7H301","0","32.35 ","0.00 ",41,14,"0.2931 ","0.2910 ","0.2878 ","0.2645 "
"3947","S06P5820YZ00","95.S3806.W0A0E9Z","T05TM82616-052C7JC01","2","19.50 ","0.00 ",36.67,15,"0.2793 ","0.2734 ","0.2736 ","0.2413 "
"3948","T70P5820JD00","95.T7020.Z0C11BZ","T05TM82706-053D6GX01","0","12.00 ","22.90 ",123,9,"0.3145 ","0.2850 ","0.3063 ","0.2821 "
"3949","T70P5821NZ00","95.T7020.Z0C11BZ","T05TM82716-054D6GX01","0","11.60 ","18.70 ",123.33,43,"0.3133 ","0.2847 ","0.3074 ","0.2855 "
"3950","S06P58208S00","95.S3806.W0A0E9Z","T05TM81605-052C7JC01","0","20.30 ","0.00 ",38.83,19,"0.2847 ","0.2816 ","0.2755 ","0.2436 "
"3951","380P5820QV00","95.S3806.W0A0C8Z","T05TM81620-0W3C7H302","0","31.85 ","0.00 ",47.33,15,"0.2977 ","0.3002 ","0.2887 ","0.2656 "
"3952","T70P5811HX00","95.T7020.Z0C11CZ","T05TM81711-015D6GX01","0","10.60 ","13.70 ",109.83,13,"0.2981 ","0.2654 ","0.2923 ","0.2646 "
"3953","380P5823Y900","95.S3806.W0A0C8Z","T05TM83605-0W3C7JC02","3","30.30 ","0.00 ",51.17,14,"0.2917 ","0.2902 ","0.2858 ","0.2607 "
"3954","S06P5822AX00","95.S3806.W0A0D6Z","T05TM82628-052C7J001","0","23.20 ","0.00 ",43.5,13,"0.2953 ","0.3008 ","0.2851 ","0.2620 "
"3955","T30P5821E400","95.T3030.Z0D019Z","T05TM82325-162CMJV01","2","18.50 ","37.00 ",78.83,28,"0.2990 ","0.2969 ","0.2814 ","0.2538 "
"3956","380P5830X700","95.S3806.W0A0C8Z","T05TM83605-0W3C7JC02","0","30.30 ","0.00 ",46.33,12,"0.2914 ","0.2893 ","0.2855 ","0.2605 "
"3957","T40P58307D00","95.T4014.W0A101Z","T05TM82526-024BJB501","0","7.73 ","0.00 ",111,7,"0.2787 ","0.2636 ","0.2841 ","0.2603 "
"3958","401P58201100","95.T4014.A0B00CZ","T05TM82514-143CQC501","2","18.00 ","5.50 ",64.5,23,"0.2946 ","0.2706 ","0.2806 ","0.2481 "
"3959","T40P58208Q00","95.T4014.A0B100Z","T05TM82504-146D0KH01","0","22.10 ","5.07 ",107.83,10,"0.3257 ","0.3169 ","NULL","NULL"
"3960","380P5823NS00","95.S3806.W0A0E0Z","T05TM82629-041B1KA01","0","33.50 ","0.00 ",41.83,13,"0.3079 ","0.3123 ","0.2970 ","0.2758 "
"3961","T70P5831KT00","95.T7020.Z0C11CZ","T05TM83714-016D6GX02","1","9.00 ","11.20 ",114.67,4,"0.2911 ","0.2576 ","NULL","NULL"
"3962","S04P5840XY00","95.S3004.W0A100Z","T05TM84G02-0W3C7JC01","0","14.35 ","0.00 ",28.17,10,"0.2989 ","0.2578 ","0.2975 ","0.2758 "
"3963","S04P58314F00","95.S3004.W0A01DZ","T05TM83001-0W2B1LG01","0","18.10 ","0.00 ",33.67,15,"0.2902 ","0.2546 ","0.2834 ","0.2569 "
"3964","C40P58304F00","95.T4014.W0A100Z","T05TM83504-133CAB803","0","16.80 ","0.00 ",86,32,"0.2921 ","0.2414 ","0.2892 ","0.2754 "
"3965","T40P5831HD00","95.T4012.A0B003Z","T05TM84503-053CZH601","0","22.50 ","10.70 ",104.67,17,"0.3338 ","0.3140 ","0.3141 ","0.2900 "
"3966","T70P5830Z000","95.T7020.Z0C116Z","T05TM83711-013AYGX01","0","8.00 ","75.00 ",128.17,30,"0.3025 ","0.2711 ","0.2968 ","0.2745 "
"3967","T40P5831FA00","95.T4012.Z0B001Z","T05TM83G06-053CAB903","0","35.10 ","8.60 ",68.17,9,"0.3315 ","0.3136 ","0.3106 ","0.2854 "
"3968","T70P5841LR00","95.T7020.Z0C11BZ","T05TM84719-051D6GX01","0","10.80 ","54.00 ",144.33,13,"0.2976 ","0.2595 ","0.2891 ","0.2586 "
"3969","380P5842HS00","95.S3806.W0A0B0Z","T05TM84616-0W3BECZ01","0","32.45 ","0.00 ",35.17,28,"0.2984 ","0.3021 ","0.2872 ","0.2642 "
"3970","T70P5840PT00","95.T7020.Z0C11BZ","T05TM84707-051D6GX02","0","12.80 ","22.50 ",67.5,26,"0.3147 ","0.2758 ","0.3101 ","0.2798 "
"3971","380P5844G400","95.S3806.W0A0C8Z","T05TM84627-0W2C7H301","0","29.10 ","0.00 ",45.83,47,"0.2961 ","0.2942 ","0.2852 ","0.2574 "
"3972","380P5842MC00","95.S3806.W0A0C8Z","T05TM84617-0W1C7LG01","0","26.00 ","0.00 ",34.67,14,"0.2990 ","0.2961 ","0.2874 ","0.2575 "
"3973","380P5842YU00","95.S3806.W0A0B6Z","T05TM84626-0W3BEAF02","0","43.80 ","0.00 ",30.33,12,"0.3023 ","0.3195 ","0.2905 ","0.2788 "
"3974","T70P5840TU00","95.T7020.Z0C11BZ","T05TM84710-052D6HH01","0","9.70 ","49.00 ",143.5,16,"0.2959 ","0.2607 ","0.2855 ","0.2555 "
"3975","S06P5841FU03","95.S3806.W0A1AXZ","T05TM84622-013B1JC02","1","21.50 ","0.00 ",43.67,22,"0.2677 ","0.2401 ","NULL","NULL"
"3976","S04P5841SJ00","95.S3004.W0A100Z","T05TM84F02-0W3C7JC01","0","14.30 ","0.00 ",29.5,16,"0.2998 ","0.2597 ","0.2965 ","0.2729 "
"3977","T40P5850X300","95.T4014.W0B102Z","T05TM85007-023BJDQ01","0","8.55 ","0.00 ",86.67,20,"0.2843 ","0.2657 ","0.2952 ","0.2752 "
"3978","S04P5850JN00","95.S3004.W0A100Z","T05TM85101-0W3C7JC02","0","16.16 ","0.00 ",33.83,10,"0.3022 ","0.2634 ","0.2978 ","0.2748 "
"3979","380P5850QM00","95.S3806.W0A0B6Z","T05TM85615-0W3BEDA01","0","42.70 ","0.00 ",34.33,12,"0.3017 ","0.3178 ","0.2901 ","0.2801 "
"3980","T30P5850AQ00","95.T3030.Z0D01SZ","T05TM85G03-162BTK801","5","13.10 ","160.00 ",62.83,18,"0.2723 ","0.2551 ","0.2658 ","0.2309 "
"3981","T40P5850CZ00","95.T4014.W0B102Z","T05TM85007-023BJDQ01","0","8.55 ","0.00 ",81.5,15,"0.2851 ","0.2707 ","0.2874 ","0.2603 "
"3982","S04P5850SP00","95.S3004.W0A100Z","T05TM85X01-0W3C7JC02","1","16.30 ","0.00 ",22.17,3,"0.3018 ","0.2642 ","NULL","NULL"
"3983","S06P5851JR00","95.S3006.W0A0B6Z","T05TM85X07-0W2C7JC01","0","21.58 ","0.00 ",40.83,13,"0.2766 ","0.2697 ","0.2847 ","0.2609 "
"3984","T30P5841QX01","95.T3030.Z0D01MZ","T05TM85308-164CZGX01","1","13.50 ","53.00 ",70.33,37,"0.2862 ","0.2748 ","NULL","NULL"
"3985","C40P58508V00","95.T4014.W0B1B2Z","T05TM85502-143CQI301","0","12.00 ","0.00 ",87.5,14,"0.3041 ","0.2856 ","0.2888 ","0.2627 "
"3986","T30P5860B500","95.T3030.A0D008Z","T05TM86319-164CXGX01","0","49.20 ","0.32 ",60.17,15,"0.2872 ","0.2543 ","0.2590 ","0.2282 "
"3987","380P58618000","95.S3806.W0A0B0Z","T05TM86608-0W3BECZ01","0","31.65 ","0.00 ",39.5,11,"0.2959 ","0.2956 ","0.2866 ","0.2615 "
"3988","C40P58609K00","95.T4014.W0B1B4Z","T05TM86109-132CAB801","0","15.45 ","0.00 ",109.67,9,"0.2844 ","0.2200 ","0.2844 ","0.2589 "
"3989","T70P58605X00","95.T7020.Z0C115Z","T05TM86703-015AYGX01","0","11.10 ","15.30 ",116.17,37,"0.3024 ","0.2749 ","0.2938 ","0.2687 "
"3990","T30P58520R00","95.T3030.A0D00HZ","T05TM86309-162CZGX01","0","14.30 ","10.70 ",83.33,24,"0.2815 ","0.2745 ","0.2778 ","0.2600 "
"3991","T30P58517E00","95.T3030.Z0D014Z","T05TM85334-162CXHH01","0","17.50 ","31.00 ",58.33,16,"0.3014 ","0.2892 ","0.2884 ","0.2572 "
"3992","S04P58526000","95.S3004.W0A100Z","T05TM85X01-0W3C7JC04","0","15.65 ","0.00 ",23.33,4,"0.2949 ","0.2537 ","0.2950 ","0.2690 "
"3993","T30P5862GY00","95.T3030.Z0D01RZ","T05TM86336-163CZGX01","0","14.00 ","71.00 ",50.83,16,"0.2908 ","0.2820 ","0.2801 ","0.2507 "
"3994","C40P58105000","95.T4014.A0C10BZ","T05TM81G04-132CLIP02","0","67.20 ","0.35 ",78.5,30,"0.2660 ","0.1982 ","0.2669 ","0.2463 "
"3995","T14P58101X01","95.T3014.W0A101Z","T05TM81005-023A5AC01","0","16.50 ","0.00 ",101.5,34,"0.3067 ","0.2939 ","0.2942 ","0.2746 "
"3996","T40P5810MY00","95.T4012.A0B000Z","T05TM81504-053CQGX02","0","57.40 ","0.35 ",72,15,"0.3000 ","0.2780 ","0.2849 ","0.2633 "
"3997","380P58150A00","95.S3806.W0A0B0Z","T05TM82608-0W3BEAF01","2","27.00 ","0.00 ",41.67,24,"0.2868 ","0.2803 ","0.2757 ","0.2429 "
"3998","T40P57C19A00","95.T4014.A0B100Z","T05TM81508-146D0GX01","0","21.90 ","4.99 ",112.5,5,"0.3275 ","0.3171 ","0.3168 ","0.3102 "
"3999","C40P5810A200","95.T4014.W0B1B2Z","T05TM81525-143CQC501","0","12.68 ","0.00 ",82.33,10,"0.3073 ","0.2924 ","0.2911 ","0.2701 "
"4000","T30P5810PK00","95.T3030.Z0D117Z","T05TM81327-022D0GX01","0","17.20 ","31.30 ",67,15,"0.2950 ","0.2777 ","0.2876 ","0.2566 "
"4001","380P5812L300","95.S3806.W0A0EGZ","T05TM81612-053B1JC02","0","29.20 ","0.00 ",44,15,"0.2919 ","0.2892 ","0.2813 ","0.2531 "
"4002","401P57C0DR00","95.T4014.A0B00CZ","T05TM7C516-143CQI304","0","18.50 ","5.98 ",92.5,11,"0.2928 ","0.2781 ","0.2767 ","0.2488 "
"4003","380P5813E400","95.S3806.W0A0C8Z","T05TM81618-0W3C7JC02","0","33.00 ","0.00 ",50,25,"0.2930 ","0.2905 ","0.2872 ","0.2634 "
"4004","C40P57C0JY00","95.T4014.W0B1B2Z","T05TM7C549-143CQI301","0","12.10 ","0.00 ",73.5,20,"0.3089 ","0.2968 ","NULL","NULL"
"4005","T30P5812AJ02","95.T3030.Z0B100Z","T05TM82301-162BRLW01","1","16.00 ","66.00 ",50.17,4,"0.3471 ","0.4194 ","NULL","NULL"
"4006","S06P5821RE00","95.S3006.W0A0B6Z","T05TM82508-0W2C7JC01","1","22.40 ","0.00 ",30.17,11,"0.2762 ","0.2700 ","0.2864 ","0.2654 "
"4007","S04P5820AK00","95.S3004.W0A01DZ","T05TM82006-263B1LG01","2","21.00 ","0.00 ",22.33,4,"0.2945 ","0.2639 ","NULL","NULL"
"4008","S04P58109601","95.S3004.W0A01DZ","T05TM82004-0W2B1LG02","1","20.00 ","0.00 ",24.5,4,"0.2939 ","0.2599 ","NULL","NULL"
"4009","T30P5820JP00","95.T3030.Z0D119Z","T05TM82315-163DAHH01","0","12.82 ","130.00 ",58.33,12,"0.2778 ","0.2647 ","0.2639 ","0.2302 "
"4010","S14P58102P00","95.T3015.A00","T05TM82002-024CEAF02","0","16.13 ","0.00 ",74.17,2,"0.2911 ","0.2651 ","0.2877 ","0.2635 "
"4011","T70P5820DC00","95.T7020.Z0C11BZ","T05TM82706-053D6GX01","0","12.00 ","22.90 ",135.5,42,"0.3119 ","0.2802 ","0.3063 ","0.2820 "
"4012","T30P5820HY00","95.T3030.Z0D119Z","T05TM82315-163DAHH01","0","12.85 ","130.00 ",72.5,30,"0.2770 ","0.2632 ","0.2684 ","0.2382 "
"4013","380P5820EN00","95.S3806.W0A0EGZ","T05TM82620-053B1JC01","0","29.40 ","0.00 ",36,23,"0.2924 ","0.2913 ","0.2810 ","0.2527 "
"4014","T70P58128L00","95.T7020.Z0C11BZ","T05TM81716-053D6GX01","0","12.00 ","22.90 ",114.33,25,"0.3104 ","0.2786 ","0.3066 ","0.2838 "
"4015","T40P58115E00","95.T4012.A0B000Z","T05TM82501-052CQGN01","0","74.00 ","0.29 ",59.67,15,"0.3136 ","0.2936 ","0.2962 ","0.2759 "
"4016","T40P5820LT00","95.T4014.W0B102Z","T05TM81524-023BJB501","0","8.13 ","0.00 ",103.33,24,"0.2831 ","0.2673 ","0.2914 ","0.2697 "
"4017","T30P5812GV00","95.T3030.Z0D01AZ","T05TM81307-162CUJX03","0","12.00 ","125.00 ",67,34,"0.2747 ","0.2640 ","0.2610 ","0.2241 "
"4018","S04P58205Y00","95.S3004.W0A01DZ","T05TM82005-0W2B1LG01","0","18.40 ","0.00 ",26.67,13,"0.2908 ","0.2556 ","0.2855 ","0.2611 "
"4019","T30P58120P00","95.T3030.Z0D01AZ","T05TM81306-163CUJV03","0","15.20 ","58.00 ",58.33,13,"0.2955 ","0.2912 ","NULL","NULL"
"4020","T70P5812WB00","95.T7020.W0C1A8Z","T05TM82702-013AYM401","0","7.80 ","0.00 ",140.67,6,"0.3016 ","0.2764 ","0.2943 ","0.2784 "
"4021","S06P5830C900","95.S3806.W0A1AVZ","T05TM83608-043BED801","0","15.19 ","0.00 ",25.17,9,"0.2977 ","0.2684 ","0.2937 ","0.2735 "
"4022","380P58237600","95.S3806.W0A0C8Z","T05TM82624-0W2C7GB01","0","35.00 ","0.00 ",38.33,12,"0.3049 ","0.3104 ","0.2985 ","0.2791 "
"4023","T40P58214F00","95.T4014.W0B102Z","T05TM82519-024BJEL01","0","8.15 ","0.00 ",110.33,10,"0.2825 ","0.2693 ","0.2892 ","0.2701 "
"4024","S06P58307100","95.S3806.W0A0D6Z","T05TM82628-052C7J001","0","22.95 ","0.00 ",52.67,17,"0.2908 ","0.2918 ","0.2835 ","0.2581 "
"4025","380P5823DM00","95.S3806.W0A0C8Z","T05TM82632-0W1C7JC01","0","27.00 ","0.00 ",46.33,17,"0.2960 ","0.2903 ","0.2884 ","0.2599 "
"4026","380P58242600","95.S3806.W0A0C8Z","T05TM83605-0W3C7JC02","0","30.30 ","0.00 ",40,17,"0.2946 ","0.2935 ","0.2847 ","0.2580 "
"4027","C40P58304N00","95.T4014.W0A100Z","T05TM83504-133CAB803","0","16.80 ","0.00 ",80,16,"0.2920 ","0.2423 ","0.2913 ","0.2794 "
"4028","T30P5830X800","95.T3030.A0C100Z","T05TM83316-164BRLW01","0","63.80 ","0.76 ",73.17,9,"0.2707 ","0.2635 ","0.2555 ","0.2441 "
"4029","S06P5831EH00","95.S0606.A01","T05TM83008-0B501D901","0","35.67 ","0.00 ",43.17,13,"0.3205 ","0.3229 ","0.2980 ","0.2828 "
"4030","380P5833S200","95.S3806.W0A0C8Z","T05TM83605-0W3C7JC04","0","30.35 ","0.00 ",45.17,10,"0.2963 ","0.2975 ","0.2847 ","0.2590 "
"4031","S04P58401300","95.S3004.W0A01DZ","T05TM84101-0W2B1GB01","0","18.00 ","0.00 ",27.17,10,"0.2875 ","0.2485 ","0.2843 ","0.2590 "
"4032","380P58342S03","95.S3806.W0A0C8Z","T05TM83606-0W4C7H303","1","31.50 ","0.00 ",58.83,23,"0.2888 ","0.2879 ","NULL","NULL"
