"","LOTNO","PRODUCTNO","MONO","RUN_SEQ","WT","GR","SPC_VALUE","SPC_RANGE","PRE_CIE_X_AVG","PRE_CIE_Y_AVG","CIE_X_AVG","CIE_Y_AVG"
"11176","T30P5811TZ00","95.T3014.W0B1ACZ","NULL","0","17.00 ","0.00 ",37.5,21,"NULL","NULL","0.2772 ","0.2540 "
"11177","T70P58527G00","95.T7020.A0C118Z","NULL","0","11.74 ","12.40 ",77.5,24,"NULL","NULL","0.2766 ","0.2515 "
"11178","T35P58500X00","95.C3528.RRA100Z","NULL","1","0.00 ","0.00 ",195.83,118,"NULL","NULL","0.6845 ","0.3156 "
"11179","T70P5812DY00","95.T7030.Z0C104Z","NULL","0","8.95 ","28.70 ",124.5,31,"NULL","NULL","0.2853 ","0.2567 "
"11180","T50P58201W00","95.T5050.Z0D100N","NULL","0","12.20 ","62.00 ",103.33,32,"NULL","NULL","0.2811 ","0.2464 "
"11181","T40P58507X00","95.T4014.B0B101Z","NULL","0","0.00 ","0.00 ",78.17,28,"NULL","NULL","0.1536 ","0.0239 "
"11182","T30P58320H00","95.T3030.Z0D014Z","NULL","0","13.35 ","48.00 ",45.67,2,"NULL","NULL","0.2745 ","0.2384 "
"11183","T30P58320Q00","95.T3030.Z0D014Z","NULL","2","13.80 ","48.00 ",58.5,27,"NULL","NULL","0.2691 ","0.2307 "
"11184","T70P5831JC00","95.T7020.A0C115Z","NULL","0","12.05 ","10.80 ",82.17,31,"NULL","NULL","0.2841 ","0.2563 "
"11185","T70P5830X101","95.T7020.A0C115Z","NULL","0","11.95 ","11.30 ",90.67,14,"NULL","NULL","0.2811 ","0.2516 "
"11186","T30P5851ET00","95.T3014.W0B1AAZ","NULL","0","18.35 ","0.00 ",30.67,8,"NULL","NULL","0.2866 ","0.2734 "
"11187","S06P5840RF00","95.S3806.W0A104Z","NULL","0","17.20 ","0.00 ",36.33,9,"NULL","NULL","0.2904 ","0.2751 "
"11188","S06P5811U600","95.S3806.W0A104Z","NULL","0","17.13 ","0.00 ",33.33,23,"NULL","NULL","0.2883 ","0.2778 "
"11189","S06P5852JV00","95.S3806.W0A1AXZ","NULL","0","21.60 ","0.00 ",37.5,14,"NULL","NULL","0.2823 ","0.2513 "
"11190","T70P58224W00","95.T7020.A0C118Z","NULL","0","11.60 ","12.10 ",92.67,12,"NULL","NULL","0.2769 ","0.2528 "
"11191","C40P58501C00","95.T4014.W0B1B2Z","NULL","0","12.14 ","0.00 ",98,26,"NULL","NULL","0.2869 ","0.2636 "
"11192","T30P5831HD00","95.T3030.Z0D014Z","NULL","0","17.40 ","32.00 ",55.17,13,"NULL","NULL","0.2887 ","0.2590 "
"11193","T30P5831HD00","95.T3030.Z0D014Z","NULL","0","17.40 ","32.00 ",72.83,29,"NULL","NULL","0.2887 ","0.2590 "
"11194","T70P5841Q700","95.T7020.A0C118Z","NULL","0","11.65 ","12.05 ",96.67,14,"NULL","NULL","0.2765 ","0.2527 "
"11195","T40P58111X00","95.T4014.B0C100Z","NULL","0","0.00 ","0.00 ",85.67,10,"NULL","NULL","0.1559 ","0.0211 "
"11196","T70P58201C00","95.T7030.Z0C104Z","NULL","2","8.60 ","36.50 ",142,38,"NULL","NULL","0.2842 ","0.2571 "
"11197","S06P5830XR00","95.S3806.W0A1AXZ","NULL","1","25.20 ","0.00 ",44.67,12,"NULL","NULL","0.2940 ","0.2723 "
"11198","T30P58617900","95.T3030.B0D101Z","NULL","0","0.00 ","0.00 ",47.83,6,"NULL","NULL","NULL","NULL"
"11199","T30P58321700","95.T3030.Z0D014Z","NULL","0","13.35 ","48.00 ",53.83,16,"NULL","NULL","0.2692 ","0.2311 "
"11200","T70P5840YX00","95.T7020.A0C115Z","NULL","2","12.50 ","10.70 ",106.33,13,"NULL","NULL","0.2862 ","0.2610 "
"11201","T70P5850WH01","95.T7020.A0C118Z","NULL","0","12.00 ","12.25 ",101.67,25,"NULL","NULL","NULL","NULL"
"11202","T70P5822QM00","95.T7020.A0C118Z","NULL","0","11.60 ","12.10 ",102.67,51,"NULL","NULL","0.2761 ","0.2530 "
"11203","T30P58312600","95.T3014.W0B1ACZ","NULL","0","16.80 ","0.00 ",31.67,12,"NULL","NULL","0.2758 ","0.2485 "
"11204","U56P58400600","95.U5630.XFB100Z","NULL","0","0.00 ","0.00 ",84.83,18,"NULL","NULL","0.1718 ","0.0054 "
"11205","S06P5822HY00","95.S3806.W0A104Z","NULL","0","13.00 ","0.00 ",41.5,7,"NULL","NULL","0.2775 ","0.2548 "
"11206","T70P5831NC00","95.T7020.Z0C11CZ","NULL","0","9.40 ","11.20 ",132.17,20,"NULL","NULL","0.2891 ","0.2604 "
"11207","T30P5820VJ00","95.T3030.Z0D014Z","NULL","3","15.80 ","60.00 ",57.33,27,"NULL","NULL","0.2796 ","0.2511 "
"11208","S06P5851Y100","95.S3806.W0A1AXZ","NULL","0","27.00 ","0.00 ",40.83,32,"NULL","NULL","0.2933 ","0.2710 "
"11209","U56P58600300","95.U5630.XFB100Z","NULL","0","0.00 ","0.00 ",75.33,36,"NULL","NULL","0.1717 ","0.0055 "
"11210","T30P5850MW05","95.T3014.W0B1ACZ","NULL","1","18.00 ","0.00 ",43.5,8,"NULL","NULL","NULL","NULL"
"11211","T30P5821H600","95.T3030.Z0D01BZ","NULL","0","17.00 ","170.00 ",63.33,17,"NULL","NULL","0.2800 ","0.2564 "
"11212","S06P5860SW00","95.S3806.W0A1B1Z","NULL","0","27.00 ","0.00 ",34,26,"NULL","NULL","0.3037 ","0.2857 "
"11213","T70P5841J700","95.T7020.A0C115Z","NULL","0","12.20 ","10.85 ",95.67,33,"NULL","NULL","0.2874 ","0.2604 "
"11214","T30P58316V00","95.T3014.W0B1AAZ","NULL","2","18.00 ","0.00 ",29,9,"NULL","NULL","0.2843 ","0.2655 "
"11215","T30P5831HW00","95.T3030.Z0D014Z","NULL","0","17.40 ","32.00 ",67.5,18,"NULL","NULL","0.2886 ","0.2586 "
"11216","T70P58509L00","95.T7020.A0C118Z","NULL","0","11.55 ","11.60 ",110.67,24,"NULL","NULL","0.2737 ","0.2443 "
"11217","T30P5850N402","95.T3014.W0B1ACZ","NULL","0","16.90 ","0.00 ",28.33,21,"NULL","NULL","0.2783 ","0.2573 "
"11218","T30P58523S00","95.T3030.B0D100Z","NULL","0","0.00 ","0.00 ",67.83,16,"NULL","NULL","0.1579 ","0.0189 "
"11219","T30P5821BW04","95.T3014.W0B1AAZ","NULL","1","15.50 ","0.00 ",41.17,5,"NULL","NULL","0.2812 ","0.2620 "
"11220","S06P58616Q00","95.S3806.W0A1AXZ","NULL","0","27.56 ","0.00 ",40.5,12,"NULL","NULL","0.3023 ","0.2846 "
"11221","T40P58507W02","NULL","NULL","NULL","NULL","NULL",103.5,20,"NULL","NULL","0.1536 ","0.0238 "
"11222","T70P58418000","95.T7020.A0C115Z","NULL","2","12.35 ","10.55 ",100.5,18,"NULL","NULL","NULL","NULL"
"11223","S06P5860SH00","95.S3806.W0A1B1Z","NULL","0","27.00 ","0.00 ",40,25,"NULL","NULL","0.3041 ","0.2864 "
"11224","T30P5851ES00","95.T3014.W0B1AAZ","NULL","0","18.35 ","0.00 ",28.67,9,"NULL","NULL","0.2871 ","0.2745 "
"11225","T70P5812X100","95.T7020.A0C118Z","NULL","0","11.40 ","12.10 ",65.33,33,"NULL","NULL","0.2727 ","0.2481 "
"11226","S06P5830LW00","95.S3806.W0A1B1Z","NULL","0","26.25 ","0.00 ",37.33,31,"NULL","NULL","0.2995 ","0.2769 "
"11227","S06P58214900","95.S3806.W0A1B1Z","NULL","0","28.40 ","0.00 ",34.33,13,"NULL","NULL","0.3020 ","0.2830 "
"11228","S06P58212D00","95.S3806.W0A1B1Z","NULL","0","28.40 ","0.00 ",29,7,"NULL","NULL","0.3002 ","0.2791 "
"11229","S06P5841WB00","95.S3806.W0A104Z","NULL","0","14.69 ","0.00 ",42.83,29,"NULL","NULL","0.2809 ","0.2593 "
"11230","T40P5860YT00","95.T4014.B0C100Z","NULL","0","0.00 ","0.00 ",63.17,32,"NULL","NULL","0.1559 ","0.0212 "
"11231","T35P58300D00","95.C3528.AKA101Z","NULL","0","70.00 ","11.00 ",178.17,35,"NULL","NULL","0.5755 ","0.4196 "
"11232","T30P5831L100","95.T3030.Z0D007Z","NULL","0","11.06 ","54.50 ",78.83,26,"NULL","NULL","0.2607 ","0.2214 "
"11233","T50P58200B00","95.T5050.Z0D100N","NULL","0","12.20 ","62.00 ",80.5,26,"NULL","NULL","0.2799 ","0.2455 "
"11234","S06P5811BL00","95.S3806.W0A104Z","NULL","0","16.70 ","0.00 ",56.17,14,"NULL","NULL","0.2876 ","0.2760 "
"11235","T30P58322N00","95.T3030.Z0D014Z","NULL","0","13.35 ","48.00 ",64,8,"NULL","NULL","0.2681 ","0.2283 "
"11236","S06P5851VM00","95.S3806.W0A1AXZ","NULL","0","27.00 ","0.00 ",41.83,22,"NULL","NULL","0.2939 ","0.2723 "
"11237","T70P58509E00","95.T7020.A0C118Z","NULL","2","11.52 ","11.40 ",83.5,28,"NULL","NULL","0.2761 ","0.2507 "
"11238","T40P5851XW00","95.T4014.B0C100Z","NULL","0","0.00 ","0.00 ",76.5,13,"NULL","NULL","0.1556 ","0.0213 "
"11239","T40P58512500","95.T4014.B0C100Z","NULL","0","0.00 ","0.00 ",84.17,28,"NULL","NULL","NULL","NULL"
"11240","T70P58123V00","95.T7030.Z0C104Z","NULL","0","7.40 ","35.00 ",135.17,22,"NULL","NULL","0.2748 ","0.2417 "
"11241","T30P5811E100","95.T3014.W0B1AAZ","NULL","0","17.60 ","0.00 ",31.83,23,"NULL","NULL","0.2875 ","0.2720 "
"11242","T70P58212Z00","95.T7020.A0C118Z","NULL","0","11.40 ","12.10 ",62.33,18,"NULL","NULL","NULL","NULL"
"11243","T30P57C2E400","95.T3014.W0B1AAZ","NULL","0","17.55 ","0.00 ",30.5,14,"NULL","NULL","0.2868 ","0.2724 "
"11244","T30P5850Z700","95.T3014.W0B1ABZ","NULL","0","18.70 ","0.00 ",41.5,5,"NULL","NULL","0.2898 ","0.2780 "
"11245","T30P58410R00","95.T3030.Z0D007Z","NULL","0","11.75 ","120.00 ",49.33,7,"NULL","NULL","0.2602 ","0.2215 "
"11246","380P5843D700","95.S3806.W0A0AZZ","NULL","0","31.50 ","0.00 ",36.5,30,"NULL","NULL","0.2840 ","0.2606 "
"11247","B25P58600T00","95.R3528.DNA000Z","NULL","0","0.00 ","0.00 ",331.5,67,"NULL","NULL","0.0000 ","0.0000 "
"11248","T35P58500U00","95.C3528.RRA100Z","NULL","1","0.00 ","0.00 ",197.5,115,"NULL","NULL","0.6836 ","0.3161 "
"11249","S06P5851U000","95.S3806.W0A1AXZ","NULL","2","26.95 ","0.00 ",38.33,13,"NULL","NULL","0.2953 ","0.2754 "
"11250","S06P5820PN00","95.S3806.W0A1AYZ","NULL","0","15.25 ","0.00 ",55.5,9,"NULL","NULL","0.2755 ","0.2469 "
"11251","T30P5862VM03","95.T3014.W0B1ACZ","NULL","1","16.50 ","0.00 ",35.67,27,"NULL","NULL","NULL","NULL"
"11252","T70P58521900","95.T7020.A0C118Z","NULL","0","11.74 ","12.15 ",86.33,21,"NULL","NULL","0.2747 ","0.2461 "
"11253","T30P58106H01","95.T3014.W0B1AAZ","NULL","2","17.70 ","0.00 ",25.33,9,"NULL","NULL","0.2875 ","0.2713 "
"11254","T70P5831JS00","95.T7020.A0C115Z","NULL","0","12.05 ","10.80 ",108.5,27,"NULL","NULL","0.2816 ","0.2531 "
"11255","T70P58509300","95.T7020.A0C118Z","NULL","0","11.55 ","11.60 ",75.17,14,"NULL","NULL","0.2773 ","0.2514 "
"11256","T70P58419000","95.T7020.A0C118Z","NULL","0","11.35 ","12.05 ",89,29,"NULL","NULL","0.2751 ","0.2501 "
"11257","T70P5840Z600","95.T7020.A0C115Z","NULL","0","12.03 ","11.20 ",84.17,13,"NULL","NULL","0.2827 ","0.2563 "
"11258","T30P5820RW03","95.T3014.W0B1ABZ","NULL","2","19.50 ","0.00 ",46.5,7,"NULL","NULL","0.2926 ","0.2768 "
"11259","T40P5810Y000","95.T4014.B0C100Z","NULL","0","0.00 ","0.00 ",86.17,21,"NULL","NULL","0.1559 ","0.0213 "
"11260","T30P5811DY03","95.T3014.W0B1AAZ","NULL","0","17.60 ","0.00 ",34.83,7,"NULL","NULL","0.2884 ","0.2754 "
"11261","380P5833DS00","95.S3806.W0A0AZZ","NULL","0","33.25 ","0.00 ",35.17,10,"NULL","NULL","0.2864 ","0.2643 "
"11262","T30P58106K01","95.T3014.W0B1AAZ","NULL","0","17.65 ","0.00 ",41,15,"NULL","NULL","0.2869 ","0.2710 "
"11263","T70P58509500","95.T7020.A0C118Z","NULL","0","11.55 ","11.60 ",114.83,34,"NULL","NULL","0.2767 ","0.2503 "
"11264","T30P58321400","95.T3030.Z0D014Z","NULL","0","13.35 ","48.00 ",64.67,13,"NULL","NULL","0.2687 ","0.2296 "
"11265","C40P5840CR00","95.T4014.A0B10AZ","NULL","0","71.00 ","0.40 ",97.83,32,"NULL","NULL","0.2764 ","0.2611 "
"11266","T35P58201A01","95.C3528.HCA100Z","NULL","0","10.68 ","30.15 ",215.33,25,"NULL","NULL","NULL","NULL"
"11267","S06P5841MF00","95.S3806.W0A1AXZ","NULL","0","27.75 ","0.00 ",28.83,14,"NULL","NULL","0.2963 ","0.2763 "
"11268","T35P58201602","95.C3528.HCA100Z","NULL","2","10.70 ","30.15 ",182.17,29,"NULL","NULL","0.3284 ","0.3301 "
"11269","S06P5853FQ00","95.S3806.W0A104Z","NULL","0","13.65 ","0.00 ",36.33,8,"NULL","NULL","NULL","NULL"
"11270","T30P5811DL01","95.T3014.W0B1AAZ","NULL","0","17.60 ","0.00 ",37,11,"NULL","NULL","0.2879 ","0.2730 "
"11271","T70P58225700","95.T7020.A0C118Z","NULL","0","11.60 ","12.10 ",89,7,"NULL","NULL","0.2774 ","0.2533 "
"11272","T70P5822Q900","95.T7020.A0C118Z","NULL","0","11.60 ","12.10 ",88.5,21,"NULL","NULL","0.2768 ","0.2540 "
"11273","S06P5821FU00","95.S3806.W0A104Z","NULL","0","18.75 ","0.00 ",42.5,18,"NULL","NULL","NULL","NULL"
"11274","T70P58225600","95.T7020.A0C118Z","NULL","0","11.60 ","12.10 ",96.67,72,"NULL","NULL","0.2770 ","0.2523 "
"11275","S06P5851KS00","95.S3806.W0A1AXZ","NULL","2","22.00 ","0.00 ",36.67,19,"NULL","NULL","0.2852 ","0.2562 "
"11276","T40P5850FH00","95.T4014.B0B101Z","NULL","0","0.00 ","0.00 ",76.67,27,"NULL","NULL","NULL","NULL"
"11277","T70P58211W00","95.T7020.A0C118Z","NULL","0","11.40 ","12.10 ",76.5,33,"NULL","NULL","0.2732 ","0.2490 "
"11278","T70P58410500","95.T7020.A0C115Z","NULL","0","12.03 ","11.20 ",88,11,"NULL","NULL","0.2832 ","0.2585 "
"11279","S06P5820RS00","95.S3806.W0A104Z","NULL","0","18.75 ","0.00 ",35.5,9,"NULL","NULL","0.2944 ","0.2854 "
"11280","T35P58600E01","95.C3528.HCA103Z","NULL","1","9.00 ","30.00 ",238.67,47,"NULL","NULL","0.3335 ","0.3410 "
"11281","T50P58200H03","95.T5050.Z0D100N","NULL","1","9.00 ","49.00 ",99.5,23,"NULL","NULL","0.2695 ","0.2251 "
"11282","T40P5820SU00","95.T4014.W0B102Z","NULL","0","8.15 ","0.00 ",98.17,28,"NULL","NULL","0.2857 ","0.2620 "
"11283","T30P5821H200","95.T3030.Z0D01BZ","NULL","0","17.00 ","170.00 ",54.17,10,"NULL","NULL","0.2803 ","0.2567 "
"11284","T30P5861QK02","95.T3014.W0B1AAZ","NULL","0","16.85 ","0.00 ",32,9,"NULL","NULL","0.2821 ","0.2649 "
"11285","T35P58600B00","95.C3528.HCA100Z","NULL","0","11.02 ","31.50 ",223.17,36,"NULL","NULL","0.3294 ","0.3259 "
"11286","T30P5840DV05","NULL","NULL","NULL","NULL","NULL",40.5,10,"NULL","NULL","0.2912 ","0.2856 "
"11287","S06P5821L300","95.S3806.W0A1AXZ","NULL","0","25.50 ","0.00 ",28.33,9,"NULL","NULL","0.2930 ","0.2685 "
"11288","T30P5820RW01","95.T3014.W0B1ABZ","NULL","2","17.50 ","0.00 ",45.5,2,"NULL","NULL","0.2896 ","0.2713 "
"11289","T30P5840DR04","95.T3014.W0B1AAZ","NULL","1","16.00 ","0.00 ",35.83,4,"NULL","NULL","NULL","NULL"
"11290","T70P5811JU00","95.T7030.Z0C104Z","NULL","0","6.95 ","25.50 ",151,7,"NULL","NULL","0.2741 ","0.2395 "
"11291","S06P58428700","95.S3806.W0A104Z","NULL","0","14.45 ","0.00 ",36.17,25,"NULL","NULL","0.2826 ","0.2616 "
"11292","T70P5851Y401","95.T7020.A0C115Z","NULL","0","12.65 ","11.30 ",82.83,33,"NULL","NULL","0.2843 ","0.2559 "
"11293","T30P58106K02","NULL","NULL","NULL","NULL","NULL",37.5,10,"NULL","NULL","0.2876 ","0.2721 "
"11294","T30P5841MX04","95.T3014.W0B1A9Z","NULL","0","21.73 ","0.00 ",30.17,4,"NULL","NULL","NULL","NULL"
"11295","T35P58600U00","95.C3528.AKA103Z","NULL","0","80.00 ","9.50 ",291.17,19,"NULL","NULL","0.5794 ","0.4113 "
"11296","T70P5812XZ00","95.T7020.A0C118Z","NULL","0","11.40 ","12.10 ",83,17,"NULL","NULL","0.2744 ","0.2501 "
"11297","S06P5820PP00","95.S3806.W0A1AYZ","NULL","0","15.25 ","0.00 ",33.5,12,"NULL","NULL","NULL","NULL"
"11298","S06P5851VB00","95.S3806.W0A1AXZ","NULL","0","27.00 ","0.00 ",30.17,19,"NULL","NULL","NULL","NULL"
"11299","S06P58532B01","95.S3806.W0A1B1Z","NULL","0","27.00 ","0.00 ",35.5,15,"NULL","NULL","0.3027 ","0.2845 "
"11300","T70P5812DW04","95.T7030.Z0C104Z","NULL","1","8.80 ","36.30 ",129.67,54,"NULL","NULL","NULL","NULL"
"11301","T30P5850X201","95.T3014.W0B1AAZ","NULL","0","13.80 ","0.00 ",26.5,6,"NULL","NULL","0.2689 ","0.2387 "
"11302","T40P5810XF00","95.T4014.W0B102Z","NULL","0","8.13 ","0.00 ",99.5,12,"NULL","NULL","0.2868 ","0.2602 "
"11303","T70P58612J00","95.T7020.A0C118Z","NULL","0","11.72 ","12.60 ",74.33,31,"NULL","NULL","0.2751 ","0.2485 "
"11304","S06P58404000","95.S3806.W0A104Z","NULL","2","17.40 ","0.00 ",44.83,12,"NULL","NULL","0.2941 ","0.2830 "
"11305","T35P58301200","95.C3528.RRA100Z","NULL","1","0.00 ","0.00 ",141.83,45,"NULL","NULL","0.6850 ","0.3137 "
"11306","T70P5851NX00","95.T7020.A0C115Z","NULL","0","12.65 ","11.30 ",77.33,6,"NULL","NULL","0.2827 ","0.2519 "
"11307","T70P5810LH00","95.T7020.A0C115Z","NULL","0","12.53 ","11.20 ",80,24,"NULL","NULL","0.2858 ","0.2610 "
"11308","T70P5831JL00","95.T7020.A0C115Z","NULL","0","12.05 ","10.80 ",80.83,19,"NULL","NULL","0.2832 ","0.2543 "
"11309","T30P5850N102","95.T3014.W0B1ACZ","NULL","0","16.90 ","0.00 ",34.83,6,"NULL","NULL","0.2789 ","0.2576 "
"11310","S06P5841ME00","95.S3806.W0A1AXZ","NULL","0","27.75 ","0.00 ",42.33,19,"NULL","NULL","0.2958 ","0.2762 "
"11311","T70P5851NL00","95.T7020.A0C115Z","NULL","0","12.65 ","11.30 ",85.83,12,"NULL","NULL","0.2832 ","0.2542 "
"11312","T70P5840GD00","95.T7020.A0C115Z","NULL","0","12.15 ","11.25 ",91.83,24,"NULL","NULL","0.2838 ","0.2564 "
"11313","T30P5861QA00","95.T3014.W0B1AAZ","NULL","0","16.85 ","0.00 ",32.33,14,"NULL","NULL","0.2818 ","0.2638 "
"11314","T30P5831Z400","95.T3030.Z0D007Z","NULL","0","11.06 ","54.50 ",47.5,7,"NULL","NULL","0.2619 ","0.2257 "
"11315","T30P57C20201","95.T3014.W0B1AAZ","NULL","0","17.55 ","0.00 ",35.17,10,"NULL","NULL","0.2886 ","0.2757 "
"11316","T30P58606401","95.T3030.Z0D11BZ","NULL","1","0.00 ","0.00 ",70.17,24,"NULL","NULL","0.3336 ","0.3369 "
"11317","T40P5861HG00","95.T4014.B0C100Z","NULL","0","0.00 ","0.00 ",71.67,37,"NULL","NULL","NULL","NULL"
"11318","S06P58617A00","95.S3806.W0A104Z","NULL","1","16.55 ","0.00 ",28.83,28,"NULL","NULL","0.2883 ","0.2711 "
"11319","T30P58403H01","NULL","NULL","NULL","NULL","NULL",59.17,16,"NULL","NULL","0.2794 ","0.2581 "
"11320","T30P5811WS00","95.T3030.Z0D01BZ","NULL","0","16.48 ","190.00 ",69.67,23,"NULL","NULL","0.2790 ","0.2535 "
"11321","T70P5822QA00","95.T7020.A0C118Z","NULL","0","11.60 ","12.10 ",80.5,3,"NULL","NULL","0.2775 ","0.2533 "
"11322","T30P5840ZN02","95.T3030.Z0D007Z","NULL","1","12.00 ","60.00 ",64.33,22,"NULL","NULL","NULL","NULL"
"11323","T30P5831H700","95.T3030.Z0D014Z","NULL","0","17.40 ","32.00 ",62.83,38,"NULL","NULL","0.2893 ","0.2613 "
"11324","T70P58419Y00","95.T7020.A0C118Z","NULL","0","11.35 ","12.05 ",115.5,31,"NULL","NULL","0.2744 ","0.2474 "
"11325","B25P58101D00","95.R3528.DNA000Z","NULL","0","0.00 ","0.00 ",327.33,88,"NULL","NULL","0.0000 ","0.0000 "
"11326","S06P5830LL00","95.S3806.W0A1B1Z","NULL","0","26.25 ","0.00 ",39.83,28,"NULL","NULL","0.3007 ","0.2801 "
"11327","T30P5811FN00","95.T3030.A0D10AZ","T05TM81338-163CZHH01","2","72.00 ","0.33 ",60.33,27,"0.3289 ","0.3821 ","NULL","NULL"
"11328","380P58150H00","95.S3806.W0A0B0Z","T05TM82608-0W3BEAF01","2","26.80 ","0.00 ",46.17,19,"0.2874 ","0.2815 ","0.2754 ","0.2422 "
"11329","T40P5810L700","95.T4014.Z0B011Z","T05TM81513-142CQC501","0","30.00 ","53.00 ",81,11,"0.3010 ","0.2876 ","0.2849 ","0.2621 "
"11330","T30P5811MG00","95.T3030.A0D00FZ","T05TM81330-162BTII02","0","56.00 ","0.31 ",77,24,"0.3048 ","0.2784 ","0.2788 ","0.2501 "
"11331","T30P57C2Y301","95.T3030.A0D008Z","T05TM7C331-164CXGX01","0","50.10 ","0.35 ",83.17,14,"0.2839 ","0.2581 ","0.2598 ","0.2363 "
"11332","S06P57C2JD00","95.S3006.W0A0B6Z","T05TM81G01-203C7JC01","0","22.20 ","0.00 ",43.33,9,"0.2794 ","0.2801 ","0.2850 ","0.2648 "
"11333","T70P57C1XM01","95.T7020.A0B104Z","T05TM7C731-017CXGX01","0","21.30 ","2.50 ",87.17,15,"0.3123 ","0.2955 ","NULL","NULL"
"11334","T70P57C1VQ00","95.T7020.Z0C11BZ","T05TM7C729-052D6GX02","0","11.30 ","29.98 ",118.33,19,"0.3075 ","0.2722 ","0.3045 ","0.2791 "
"11335","T40P57C19200","95.T4014.A0B100Z","NULL","0","21.90 ","4.99 ",105.67,17,"0.3265 ","0.3170 ","0.3147 ","0.3063 "
"11336","C40P57C0UN00","95.T4014.W0B1B2Z","T05TM7C548-144CQI301","0","12.55 ","0.00 ",90.33,6,"0.3095 ","0.2975 ","0.2906 ","0.2713 "
"11337","T40P5810VJ00","95.T4012.A0B001Z","T05TM81519-053CQI301","0","100.00 ","0.51 ",60.33,6,"0.3260 ","0.3028 ","0.2948 ","0.2736 "
"11338","T30P5820AU00","95.T3030.Z0D01FZ","T05TM82311-162CDIP01","0","21.40 ","4.80 ",47.67,7,"0.3067 ","0.2971 ","0.2776 ","0.2514 "
"11339","401P5810HE00","95.T4014.Z0B009Z","T05TM81512-142CQH601","0","37.50 ","14.20 ",84.33,15,"0.3104 ","0.3054 ","0.2933 ","0.2797 "
"11340","C40P58202D00","95.T4014.A0C10BZ","T05TM82509-132CLK201","0","68.00 ","0.36 ",95,27,"0.2644 ","0.1941 ","0.2662 ","0.2439 "
"11341","380P5815WG00","95.S3806.W0A0C8Z","T05TM81621-0W4C7JC02","0","33.20 ","0.00 ",45.33,9,"0.2918 ","0.2935 ","0.2851 ","0.2636 "
"11342","380P5815L600","95.S3806.W0A0C8Z","T05TM81620-0W3C7JC01","0","31.85 ","0.00 ",39,18,"0.2974 ","0.2993 ","0.2888 ","0.2664 "
"11343","T30P58125700","95.T3030.A0D10AZ","T05TM81338-163CZHH01","0","73.05 ","0.34 ",65.5,13,"0.3371 ","0.4338 ","NULL","NULL"
"11344","S06P58221200","95.S3806.W0A0D6Z","T05TM82628-052C7J001","0","23.20 ","0.00 ",35.5,23,"0.2945 ","0.2995 ","0.2848 ","0.2613 "
"11345","T30P5820U100","95.T3030.A0D10CZ","T05TM82318-161BRLW01","0","19.30 ","5.80 ",64.5,12,"0.3283 ","0.4143 ","0.2781 ","0.2591 "
"11346","T40P5820GN00","95.T4014.W0B102Z","T05TM81524-023BJB501","0","8.13 ","0.00 ",85,25,"0.2811 ","0.2624 ","0.2894 ","0.2668 "
"11347","C40P58209J00","95.T4014.A0B10AZ","T05TM82503-133CXC502","2","88.00 ","0.31 ",106,18,"0.2967 ","0.2187 ","0.2857 ","0.2651 "
"11348","S06P58227Z00","95.S3006.W0A0B6Z","T05TM82508-0W2C7JC01","0","22.50 ","0.00 ",39.5,11,"0.2767 ","0.2713 ","0.2863 ","0.2658 "
"11349","T70P5822SY00","95.T7020.Z0C11BZ","T05TM82723-053D6GX01","0","12.85 ","24.30 ",108,50,"0.3150 ","0.2874 ","0.3064 ","0.2807 "
"11350","T70P5822MJ00","95.T7020.Z0C11BZ","T05TM82723-053D6GX01","0","12.85 ","24.30 ",108.83,30,"0.3159 ","0.2891 ","0.3104 ","0.2894 "
"11351","C40P58303H02","95.T4014.Z0C103Z","T05TM83508-133CLIP02","1","20.00 ","39.00 ",79.83,25,"0.2904 ","0.2205 ","0.2841 ","0.2473 "
"11352","380P5830SQ00","95.S3806.W0A0E0Z","T05TM83604-044B1AH01","0","34.75 ","0.00 ",46.33,12,"0.2970 ","0.3023 ","0.2859 ","0.2646 "
"11353","T40P5821BD00","95.T4014.A0B100Z","T05TM82528-146D0GX01","0","21.50 ","5.06 ",72.67,56,"0.3236 ","0.3125 ","0.3165 ","0.3077 "
"11354","S06P5822EL00","95.S3806.W0A0D6Z","T05TM82628-052C7JC02","0","23.80 ","0.00 ",40.5,18,"0.2930 ","0.2967 ","0.2849 ","0.2617 "
"11355","S04P5831AB00","95.S3004.W0A01DZ","T05TM83006-0W3B1GB02","0","17.70 ","0.00 ",28.33,15,"0.2898 ","0.2556 ","0.2852 ","0.2633 "
"11356","T70P58318A00","95.T7020.Z0C11BZ","T05TM83709-052D6GX02","0","12.40 ","18.50 ",121.33,36,"0.3135 ","0.2732 ","0.3056 ","0.2730 "
"11357","380P58400M00","95.S3806.W0A0AZZ","T05TM84605-0W3B1LG01","2","31.50 ","0.00 ",49,16,"0.2992 ","0.3029 ","NULL","NULL"
"11358","380P5842TM00","95.S3806.W0A0C8Z","T05TM84617-0W1C7JC02","0","26.30 ","0.00 ",43,7,"0.2962 ","0.2922 ","0.2882 ","0.2581 "
"11359","380P58427V00","95.S3806.W0A0E0Z","T05TM84624-042B1DA01","0","32.65 ","0.00 ",48.83,12,"0.3029 ","0.3073 ","NULL","NULL"
